date,score,text,sentiment
2025-04-10,2,카카오 이용을 회 이상한 사용자입니다 일단 고객이 확인하지 않으면 같은 경로임에도 밀리는 길과 밀리지 않은 길을 파악하지 않고 무조건 최단 경로만 계산해서 추천해 줍니다 카카오택시로 부른 저와 보통 일반 택시로 잡아서 탄 친구들이 종종 같이 출발한 저보다 평균 분 이상 일찍 도착하는 경우가 빈번했습니다 편하긴하지만 많이 이용한다고 어떠한 혜택이 있는 것도 아니고 이런 일이 몇 십 번씩 반복되니 이만 다른 앱으로 가려고합니다,9
2025-04-05,2,분이면 가는 길인데 카카오에서 마음대로 경로 바꿔서 거의 배 넘게 걸리네요 그리고 애초에 넓은 길 놔두고 왜 좁고 신호도 자주 걸리는 경로로 추천해 주죠 그래서 택시비도 더 많이 내고요 마음대로 경로 바꿔서 시간이랑 돈 둘 다 버리게 하지 마세요 진짜 짜증 나요,9
2025-02-06,3,주로 경로를 선택해서 택시를 타고 있는데 왜 운행 중에 다른 경로로 바뀌는지 모르겠내요 좀 더 빠른 경로로 바뀌는 걸 수도 있지만 그런 거 상관 없어서 경로를 선택한 건데 바뀐 경로도 따지고 보면 빠른 길은 아님 그 부분이 좀 별로에요 그럴 거면 경로 선택을 왜 하나 싶내요 그리고 차가 다니기 힘든 길을 경로에 포함시키는 데 그게 최단 거리여도 시간이 더 걸려요,9
2025-01-12,1,아 진짜 짜증 나서 못 써 먹겠네 다른 거 문제 많은 거 알고 썼지만 경로 변경를 처음부터 보이게 하던가 뒤에 박아 놓고 눈에 뵈이지도 않는 걸 애초에 자동 경로 선정도 개구려 뒤지겠음 시 아 짜증 나 네 중요한 때에 택시 타는데 왜 사람 일 망칩니까 이 딴 거 없을 때가 더 나았지,9
2024-12-27,4,주로 바쁠 때 급하게 이동해야할 때 택시를 이용하는데 앱 서비스를 이용하기 전에 광고가 뜨는 게 너무 불편함 매번 앱 들어갈 때마다 닫기 버튼을 눌러서 번거로운 작업을 해야함 팝업 광고는 없애고 다른 광고로 진행해 주면 좋겠음,9
2025-02-04,3,이 기사님 또 만나기 설정도 좋은데요 이 기사님 다시는 만나지 않기 같은 기능은 불가능한 가요 지정한 경로를 따르지 않거나 엑셀 잘게 나눠 밟아 멀미를 유발하거나 일부러 빙 둘러 가거나 난폭 운전을 하는 등 걸러야할 혹은 다시 만날까 봐 두려운 기사님들이 속속히 보이는데 이걸 마지막 기사 평가에 보낸다고 나중에 이 분을 안 뵌다는 보장이 없잖아요 동네에서 자주 택시를 타는지라 여기서 활동하시는 기사님은 거기서 거기일 텐데 매번 택시 번호나 기사님 이름을 외울 수도 없는 노릇이고요 기능 추가 관련해서 좀 진지한 업데이트 부탁 드립니다,10
2025-02-23,2,광고가 너무 많이 뜹니다 광고 하는 거 이해되는데 팝업 같은 게 넘 계속 이용하려는 도중에 뜨니까 짜증 나요 기사 리뷰 남기라고 무조건 창 띄우는 것도 싫습니다 남기고 싶으면 알아서 남길 거니까 그만 띄우세요 그리고는 아무 혜택도 안 줄 거면서 왜 해 논 겁니까 없애든지 뭔가 혜택을 주던지 해 주세요,9
2025-02-07,1,별 개도 사실 너무 아깝고 우버나 타 다 이용하는 게 훨씬 빠릅니다 아무리 사람이 많은 시간이어도 그렇지 시간 동안 콜 잡히지도 않고 경로 선정은 쓰레기보다도 못하는 수준에 예상 시간도 점차적으로 늘어나는 게 아니고 갑자기 분씩 늘어나는 게 참 한심한 앱이라는 생각밖에 들지 않습니다 길 막힐 때 시간 정도 걸리는 거리여서 중요한 미팅 시간 전 쯤 나와서 콜 잡았는데 콜 잡는 데 만 시간 넘게 써 먹고 미팅은 미팅대로 파기되고 최악의 앱입니다 시까지 가야하는 미팅이라 시부터 나와서 잡았는데 평소 이 정도 출근길이면 늦어도 시 반에는 가는 길을 시 반에 도착하고 있네요 최악 중에 최악입니다,9
2025-01-23,2,앱만 켜면 위치 정보 내놓으라는 강요 너무 불편하고 불필요합니다 영수증만 다운로드 받으려는 데 위치 정보가 왜 필요하죠 택시나 대리 같은 서비스를 이용할 땐 필수로 설정하더라도 앱 실행부터 꺼지지도 않고 불필요한 강요 행위에 기분 나쁩니다,9
2024-12-20,1,솔직히 대중 교통 이용할 시간에 더 비싼 값으로 이용할 수 있는 게 전부고 대중교통 이용하기 힘든 시각 시 넘어서 할증 붙는 시간엔 거의 안 잡히고 겁나 비싼 요금 잡아도 안 잡혀요 택시 기사한테 돈을 더 주고 싶은데 카카오 지들이 다 가져가서 택시도 손님도 스트레스 주는 나쁜 어플 대리 이용이나 다른 용도 사용은 좋습니다 택시는 진짜 나빠요,9
2025-03-27,1,급할 때 택시를 이용하는 경우가 대부분인데 택시 호출까지 입력해야하는 단계가 너무 많습니다 이 전 택시에 대한 평가까지 해야하고 팝업 광고 끄고 택시 고르고 결제 수단 고르고 매번 승객은 같은 종류 택시 같은 결제 수단을 이용하는데 유저 맞춤으로 기존 방식대로 선택하게하는 방식이 있으면 한 번만 클릭해도 바로 택시를 호출할 수 있지 않을까 싶습니다 택시 이용할 때마다 조작할 게 너무 많아요 시정을 고려해 보시면 좋겠습니다,7
2025-05-15,1,네비게이션이 항상 이상한 경로를 안내해서 기사님도 이용하는 사람도 너무 불편한데 도대체 이 부분에 대한 수정을 요구할 경로가 없네요 고객 센터 전화번호도 없고 상담사 연결도 카톡 채팅으로밖에 안 되는데 문의에 해당하는 메뉴도 없고 상담사 연결 시 아이됐다면서 읽지도 않고 이 사라지지 않음 다시 상담사 연결까지 한 세월됐고 다른 택시 어플로 갈아탑니다,9
2025-02-20,1,최악 한참이나 어플 오류가 떠서 어플 삭제 후 재설치했으나 여전히 먹통 다른 어플 써서 택시 탔고 덕분에 중요한 미팅 늦었습니다 기사님들 관리 안 되고 터무니없이 먼 거리 택시가 잡혀서 취소하면 그거 다 카운팅해서 고객에게 패널티 주는 이상한 시스템도 마음에 안 듭니다,9
2025-04-01,1,카카오네 비 진짜 거지 같아요 최단시간으로 안내 안 하고 자꾸 최단거리로 설정하는 거 같은데 택시를 최단 거리로 가려고 타나요 네 비 진짜 거지 같은데 리뷰 여러 개 쓸 수 없으니 그때마다 계속 수정할 거에요  앱에서 택시 기다리는 동안 경로 옵션 통해서 추천 경로 바꿀 수 있게해 놓고 택시 타기만하면 실컷 가고 싶은 경로로 설정해 둔 거 다 시 자체 앱 돌아가는 경로로 바뀌네요 왜 그러는 건가요 최근 몇 달간 계속 그래요 앱 좀 수정해 주셨으면합니다 항상 빠른 길 두고 돌아가는 길로 설정하는 게 추천 경로인 것도 왜 그러는지 모르겠네요,9
2025-01-07,1,기사님은 앞에 도착해 계시고 문자도 번 보내셨다는데 제 지도상에서는 움직임이 하나 없이 택시 원래 출발 지점에서 분 정도 멈춰 있었습니다 그래서 방향이 엇갈려 택시를 못 탈 뻔 햇습니다 저도 기사님도 서로 기다리는 상황에서 취소가 될 뻔했고 전화가 되지 않았으면 실랑이가 커질 뻔했습니다,7
2024-12-05,3,차가 나올 수 없는 골목으로 나오라고 하면 뭐 그건 그렇다고 치고 며칠 전부터 콜해서 배차 되면 택시가 어디에 있나 보였는데 보이지 않아요 껐다 다시 켜면 보이고 한참 움직이지 않아서 다시 껐다가 켜면 나 있는 데까지 거의 다 와 있고 전에는 기사님 움직이는 대로 위치가 파악이 됐는데 지금 껐다 켜야지 위치 파악이 됩니다,9
2024-11-30,1,승객이 있는 곳 근처로도 오지 않고 미 탑승으로 기사님이 일방적으로 취소해 버리면 기다리는 승객만 바보되는 거 아닌가요 신고 기능도 없어서 이 기사님 안 만나기 기능 말고는 제가 할 수 있는 거라곤 다시 원거리 택시 잡아서 타는 것밖에 할 수가 없네요  기능을 쓰던 알아서 기술을 도입하셔서 승객이 콜한 위치에 기사님이 도착했는지 정도는 확인할 수 있어야하는 거 아닌가 싶습니다,9
2024-12-20,3,자동 결제 서비스 너무 최악이에요 이 동 중에 갑자기 내 원이 미리 빠져나가고 결국 도착할 때 이동 거리에 따라 부과되는 이용료에 맞게 정상 결제를 했어요 이 어플 이용하실 때 자동 결제 설정은 안 하시는 게 좋을 것 같아요 결제를 두 번 하게 되는 큰 손해를 봄,9
2018-12-19,2,즐겨찾기에서 집 주소를 입력하고 저장을 해 놓아도 출발지나 도착지 선택 시에 집을 선택하면 제가 저장해 놓은 집 주소가 아닌 그 옆 건물이 뜨네요 몇 번이나 지웠다 재등록해 보아도 안 고쳐집니다 그리고 대중교통보다 빠르게 목적지에 도착하기 위해 이용하는 것이 택시이고 그 택시를 좀 더 빠르게 탑승하기 위해 사용하는 것이 이 어플인데 경로 즐겨찾기도 있으면 지금보다 더 편하고 빠르게 사용할 수 있을 거 같아요 결제 방법도 저장해 놓을 수 있으면 보다 나은 어플이 되지 않을까 싶습니다 오차 없이 현 위치를 정확하게 잡으면 모를까 택시 한 번 부를 때마다 선택해야하는 게 너무 많아서 오히려 시간이 더 걸린다는 느낌도 가끔 받거든요,5
2021-04-28,3,대체로 괜찮으나 몇 가지 개선이 필요합니다  이따금씩 너무 멀리 있는 택시가 잡힐 때가 있어요 한 시가 급한데 분 거리에 있는 택시가 잡힐 때는 진짜 너무 화가 납니다  출발 시간을 설정할 수 있는 기능이 있으면 좋겠습니다 집 앞에서 분 뒤에 택시를 타려고하는데 시간 설정이 없다 보니 택시를 미리 부르면 너무 빠를 때가 있고 내려가서 부르면 너무 오래 거릴 때가 있어요 만약  분 뒤 탑승 희망 같은 기능을 만든다면 사용자도 편리하고 위 번의 문제도 어느 정도 해소되지 않을까 싶습니다,9
2021-09-17,1,출발지 설정을 했는데 위치가 멋대로 변경되네요 제가 검색한 기록 그대로 남아 있고 변경된 위치는 단 한 번도 검색한 적 없는 이름입니다 역대 기록에도 없구요 분명 검색한 건물 앞으로 택시를 호출했는데 애 먼 곳에 택시가 가 있어 보니 출발지가 마음대로 변경되어 있어요 심지어 차가 유턴해서 돌아가야해서 요금은 배로 나오고요 너무 황당한 일을 겪어서 더 이상 이용 안 하려합니다 최근  서비스 시작한다니 카카오는 지웁니다,9
2021-05-11,1,일 전부터 카카오 어플 실행 시 화면 깜빡임 초기 화면이랑 아무 것도 없는 하얀 화면이랑 반복적으로 화면이 바뀌는 현상이 지속적으로 발생하길래 어플 업데이트를 안 해서 그런가 하고 업데이트를 해봐도 똑같네요 거의 매일 이용하는 사람 입장에선 매우 불편합니다 어플 실행 종료 열 번 정도 하면 제대로 작동할 때도 있긴 하네요,9
2024-11-24,5,경유지 기능이 있었으면합니다 같은 동네 사는데 택시 대 부르기도 애매하고 택시 기사님에게 들렸다 가지고하면 화내시는 분도 있고 말씀 드리기도 미안하네요 경유지 기능으로 추가 요금  원 정도 내고 가는 기능 있으면 손님 기사님 둘 다 기분 안 상하고 편하게 이용 가능할 것 같네요,7
2018-10-24,1,그냥 목적지 없애면 안되나요 목적지가 있으니까 기사들의 골라 잡기가 되네요 아니면 운행 중 대기 중 버튼을 통해 대기 중에만 탑승대 기자 콜이 울리고 대기 중에 수차례 콜 안 받으면 아웃 제도 혹은 패널티 제도를 만들어야할 것 같습니다 장거리만 총알 택시 되는 느낌이네요 오히려 최악이 된 느낌입니다,9
2022-08-10,1,다 좋은데 의도적인 경로 우회로 네 비가 설정되는 경우 택시 탑승 전 선택 경로대로 가지 않은 경우가 태반입니다 분명 더 빠른 길이 있는데도 불구하고 교통 상황이란답시고 맘대로 바꿔 버리고 탑승자에게 알리지도 않아 기사와 충돌이 일어나곤합니다 못해도 경로 바뀔 때 앱 알림으로 탑승자에게 알렸으면함 추가적으로 사용자가 경로를 직접 조정하거나 보정 하는 기능 좀 추가됐으면 좋겠습니다 타사의 지도 앱들에서는 다른 경로가 더 최적임을 알리는 데 카카오  혼자만 이상하게 제시하는 경우가 잦습니다 기사에게 일일이 안내해 줘야하는 게 번거롭습니다,9
2018-11-26,1,다신 안 깔아요 한 번 부르는데 강종만 몇 번을 했는지 모르겠어요 와이파이 문제도 아니고 데이터로 했어요 위치 설정도 다 켜져 있고 동의도 했는데 현재 위치 지도는 절대 안 뜨고 주변 건물 검색해서 핀 위치 옮겨서라도 하려는 데 지도 고 출발 버튼이고 뭐고 간에 한 번에 눌리는 게 단 하나도 없어요 그렇게 해서 부르고 보니 호출되는 택시도 없고 카택은 어플 없어도 택시 잡히는 곳에서만 호출 된다더니 틀린 말은 아닌가 보네요,9
2021-05-23,1,바쁘시다면 어플로 택시 잡는 것보다 길가에 있는 택시를 잡으시는 걸 추천 드립니다 이 어플은 근처에 있는 택시는 못 잡고 잡힌다 해도 멀리 있는 택시가 잡혀 빈 차라는 표시가 보이는 택시들을 그냥 보내 줘야합니다 밤에 잡혀도 오지 않는 택시들도 있으며 와도 길 건너편에 오는 경우가 많답니다 당신의 시간이 널널하다면 버스를 타시는 걸 추천 드립니다 이 어플은 널널하던 시간도 촉박한 시간으로 바꿔 줍니다 버스 장점 버스 전용 차로를 타고 다녀서 빠르고 넓으며 가격도 저렴합니다 단점 넓은 만큼 이상하고 다양한 사람들이 타서 빡 치게하고 정류장마다 멈추고 자리가 없을 때도 있습니다 택시 장점 정류장마다 멈추는 버스와는 달리 목적지까지 안 멈추고 한 번에 갑니다 자리 뺏길 일도 없으며 버스 의자보다 푹신한 의자를 가지고 있습니다 단 점차 막히면 같이 막히고 가격도 비싸며 위에 말한 것처럼 택시 어플로 불러도 안 오는 경우도 있고 취소하면 분 지났다고 돈의 몇를 가져갑니다 그러니 버스가 최고입니다,6
2022-11-25,3,택시는 그래도 데이터 없어도 잘 잡히는데 시외버스는 데이터가 있 아야하고 와이파이가 있어야 오류가 안 발생한다는 게 점 그렇습니다 공항 티켓 예매하는 것도 시외버스랑 같이 데이터나 와이파이가 있어야 사용이 가능하고 예매도 할 수 있는 것 같은데 이런 부분은 점 개선했으면 좋겠습니다 그리고 시외버스 출발하는 곳에 작성하는 것도 좀 개선했으면 좋겠습니다 분명히 탈 수 있는 곳이 맞는데 안 잡히더라고요 불편합니다 좀,9
2023-05-15,1,택시 이용 시 경로 설정을 하고 택시 탑승하면 경로가 바뀌어 있음 훨씬 막히고 돌아가는 경로로 되어 있어서 늦은 적이 한두 번이 아님 왜 이용자에게 보여 준 경로가 아닌 다른 경로로 안내하는 건지 모르겠음 진짜 이 부분 개선 좀  택시 기사님이 배치된 후 경로 설정을 변경할 수 없음 그래서 매번 말로 설명 드려야함  이럴 거면 차라리 세세한 길 마져 냐가 설정할 수 있게 개선되었으면 좋겠음  위 모든 내용들 전화 상담으로도 몇 번 말씀 드렸지만 본인들이 할 수 있는 부분이 아니라며 나 몰라라 어쩌자는 건지,9
2021-04-17,2,잘 쓰고 있습니다 있긴한데하지만 고쳐야할 점이 많습니다 우선 배차 우선도 택시 호출 시 먼 거리에 있는 택시로 알람이 가는 것을 없앳으면합니다 그리고 추가되어야할 사항 배차가 될 시 선택 기능 배차가 되고 이 택시를 부를 것인지 말 것인지 선택하게해 주었으면합니다 취소하는 것은 고의적인 행동이 아니라 급하게 가야 되는데 먼 거리의 택시가 잡힐 때 취소하고 새로 부르기 위함입니다,9
2024-04-03,1,타기 전의 추천 경로와 타고 난 다음의 추천 경로가 달라짐 더 오래 걸리거나 택시비가 더 비싼 경로로  고객 센터에서 기사님에 대한 불편만 받고 앱 자체에 대한 불편 사항은 접수를 왜 안 받는지  이번 업데이트 후가 더 거지 같아짐 추천 경로 설정 메뉴가 바로 안 보임 물론 설정해도 지멋대라 다시 바껴서 의미 없지만,9
2020-01-22,1,여태 요금제 선택이란 게 있는지도 모르고 사용했는데 어제 갑자기 요금이 많이 나와 알아 보니 추천 요금제가 적용되었더군요 디폴트 설정이 추천 요금제로 되어 있으니 일일이 바꾸지 않으면 추천 요금제로 적용되어 버리는 불편함이 있습니다 선택 메뉴 디폴트를 선택으로 하여 누르면 선택할 수 있게한다든지 하는 시정을 부탁 드립니다 어떻게 보면 술 취한 사람한테서 떨어지는 낙 전 줍기 같거든요,9
2024-02-27,1,어플 자체가 좀 쓰레기 같음 지도 어플 다 검색해 봐도 제일 멀리 돌아가는 길을 추천 경로라고 고정되서 까딱하면 제일 오래 걸리는 비싼 길로 가게 됨 손님이 선택한 이리고하지만 다른 경로는 아예 선택권을 안 줌 지하철역 지정해도 내가 가는 방향에 번 출구가 가깝지만 번이 도착지가 아니고 제일 먼 출구가 도착지로 뜨는 거지 같은 경로만 선택됨 이번 업데이트부터 지도도 제대로 안 떠서 지도에서 위치 선정도 안 됨,9
2019-10-11,1,택시는 잘 이용하고 있는데 바이크는 최악입니다 탈 수 있는 바이크가 없어요 타 이용자들이 일부러 숨겨 두거나 네트워크 에러로 바이크를 찾으러 가는 중에 사라져 버립니다 화면에 조회되는 건 죄다 정비 중 아니면 충전 필요 보증금 넣고 근 주간 오기로 찾으러 다녔는데 한 번을 제대로 타 본 적이 없습니다 애매한 거리를 갈 때 시간을 아끼기 위한 서비스인데 있지도 않은 바이크를 찾으러 가는 시간들이 더 많네요 시간이 너무 아깝습니다,9
2020-08-07,2,다 좋은데 단점이 더 커 보여서 이용하기 어렵네요 좌회전 안내해서 신호 기다리고 있었는데 갑자기 엉뚱하게 우회전하라고 하더군요 목적지랑 완전 반대 방향인데 그리고 집 위치만 등록하려고 위치는 끄고 집에서 켰는데 위치 켜라고 근성으로 안내하더라구요 결국 켜고 했습니다 등록하는데 위치 켜 봐야 아무 쓸 데가 없는 데,9
2023-04-25,1,추천 경로 원하는 대로 설정해도 지 맘대로 경로가 바뀌어서 고속 도로로 가면 분이 빠른데 맘대로 바뀌어서 늦게 간 적이 한두 번이 아니네요 추천 경로 설정 시 바뀌지 않도록 되었으면 좋겠네요 다른 기능 업데이트 전에 기존 기능의 문제부터 해결해 주셨으면 좋겠네 오 리뷰 보니까 비슷한 내용의 피드백이 많은데도 불구하 거 여전히 불편하네요 내 비 때문에 길에서 분 분 허비한느게 반복되어서 이젠 이용하고 싶지가 않네요,9
2019-05-16,1,카카오 바이크  정확도가 정말로 형편없습니다 자전거를 찾으려고 역 주변 반경 가량을 걸어 다녔는데 지도에 표시된 자전거가 아무리 찾아도 없습니다 지상 지하 다 찾아 봤고 번 연속으로요 이런 적이 한두 번이 아닙니다 새벽이면 높은 확률으로 지도에 표시된 자전거가 실제로는 없습니다 새벽에  서버를 내리기라도 하는 건가요,9
2023-03-10,1,펫 택시 개선 좀 해 주세요 요금은 일반 택시보다 배 이상 받는데 서비스 차이가 전혀 없거나 오히려 그보다 못 합니다 펫 택시 전용 시트 깔고 클래식만 틀면 펫 택시입니까 운전자들이 운전을 난폭하게하는 경우도 있고 트렁크도 못 쓰게하는 경우도 있습니다 그러면서 되려 화를 내고 요 기본 택시의 기능은 해야죠 어떤 면에서든 일반 택시만도 못 하면서 돈은 배 가까이 받으니 너무 어이가 없습니다 운전자를 제가 선택하는 것도 아니고 강제로 확정인 방식도 이상합니다 운전자 평점 공개하고 사용자가 선택할 수 있도록 해 주세요 형편없는 운전자들이 많습니다,9
2019-10-02,2,이번 리뉴얼 버전은 정말 가장 중요한 화면이 사라졌네요 콜배차된 직후부터 하차할 때까지는 배차 성공한 상태 카톡 공유 하기 화면이 유지가 되어야 앱이 의도치 않게 종료되었을 때 다시 실행해도 흐름이 끊기지 않고 오해의 소지가 없는 데 이 화면이 없네요 기본이 빠져 버린 리뉴얼,7
2023-02-16,1,추천 경로 쓰는 분 있어요 택시 급해서 잡는 건데 그거 설정 어떻게 하는지도 본 적 없네요 잡으면 잡는 족족 지 멋대로 길 아는 사람들은 절대 안 가는 경로 추천으로 멋대로 잡아 놓고 손님이 추천한 경로로 안내한대요 그냥 직진하면 되는 길을 굳이 좌회전 우회전 우회전 좌회전으로 늘 추천하셔서 열받습니다 매일 같은 경로로 타는 데도 학습이 안 되는 멍청한 어플 탑승 위치는 항상 내가 똑바로 잡아도 기사들은 건너편 가서 왜 없냐고 전화 올까요 표시가 똑바로 되게 띄워 주시지 길만 띄워 줘 가지고,9
2023-11-28,2,택시 부를 때 목적지까지 네 비설정 무조건 최단거리로 자동 설정 안 됩니까 자동 설정된 거 보면 항상 단 한 번도 빠짐 없이 추천 거리로 뜨는데 제 경험상 한 번도 빠짐 없이 최단거리보다 돌아가고 요금도 더 나와서 택시 이용자 입장에선 진짜 짜증 나요 편하려고 택시 부른 거지 왜 이용자가 일일이 거리 설정해야합니까 이런 건 당연히 앱에서 자동으로 최단 거리 설정해 줘야 맞죠,9
2022-06-11,1,다 똑같은 말이지만 사용자 편의에 맞춰서 길 좀 추천해라 알고리즘 누가 짰는지 진짜 실망스럽다 사용자가 자주 다니는 길을 학습시켜서 그 경로로 추천하는 것도 좀 만들고 거리 선택은 사용자 편의에 맞춰서 적어도 최단거리 경로랑 빠른 시간 경로 사용자가 선택할 수 있게 나오도록 개선 좀 하지 개발자가 만 시킨다고 사이드 이펙트 고려 안 하고 만 코딩하는 짓을 하네,7
2018-10-13,1,자동 결재 때문에 이중 결재됐네요 앱 이용해서 카드 등록한 적도 없는 데 갑자기 이렇게 자동으로 결재되 버리면 어찌 하나요 당연히는 직접 결재로 하고 고객이 원하는 경우에 자동 결재로 유도하는 게 순서 아닌가요 여러 가지로 번거롭게 되어 있는데 고객 센터도 연결이 안 되서 피곤하네요,9
2020-11-12,4,잘 이용하고 있습니다 다름이 아니라 한 가지 건의 사항이 있습니다 제가 이용했던 택시 기사 분들이 공통적으로 불편해하는 부분이 있어서 대신 올려 드립니다 이용자 주소가 찍히면 건물 명이 아니라 지번 주소까지만 찍혀서 쉽게 찾을 수 있는 위치도 헤메신 경우가 많았습니다 이 부분 꼭 고려해서 반영해 주시면 감사하겠습니다,7
2019-06-01,2,이걸로 세 번 이용했는데 한 번은 위치 자동 설정 잘못돼서 기사님한테 전화함 안 받아서 위치 설정 잘못됨으로 취소하고 위치 재설정해서 다시 요청 그 택시 기사 전화 와서 욕함 두 번째는 택시 도착지가 분 거리인데 거리 짧아서 그런지 분 내내 연결 안됨 결국 포기하고 손수 택시 잡아서 감 카카오 바이크 첫 개시부터 세 번 정도 정말 잘 이용했어요 오늘 이용하려고 회사 근처에 있는 바이크 찾으러 갔는데 도대체 보이질 않고 주차장을 중심으로 엄청 헤맸어요 그래도 타 보려고 다른 곳 찾아 갔는데 호텔 건물에 바이크가 위치해 있다는 데 호텔 로비에도 들어가 찾아봤지만 보이질 않더라구요 건물 밖에도 당연히 없었구요 결국 분 넘게 자전거 대 찾느라 시간 다 버렸어요 제 추측으로는 첫 번째 위치 정보가 잘못됐다 두 번째는 직전 이용자가 주차장에 주차해 뒀다입니다 주차장이 지하 층부터 지하층까지 있는데 언제 그걸 찾고 어떻게 가지고 옵니까 양심적으로 이용했으면 좋겠네요,9
2020-08-13,3,카카오의는 업데이트를 할수록 개악 됩니다 택시 앱은 특성상 급할 때 쓰는 경우가 많은 데 업데이트를 진행할수록 눌러야하는 터치 수가 많아지네요 특히 드라이버 평가를 모으고 싶은 카카오의 니즈를 감안하더라도 버튼을 구석에 작게 만드는 설계는 급할 때 쓰는 택시 앱 특성상 좋지 못한 선택이라고 생각합니다 호출 화면에서 블랙이랑 같이 뜨게 바뀐 것도 유저 입장에서는 불편을 초래합니다,7
