date,score,text,sentiment
2021-12-19,1,원래 카카오 사용하지 않고 우티만 사용했었는데 새 어플 깔고 도저히 쓸 수가 없어서 삭제했습니다 다른 수많은 이용자 분들이 말씀하셨듯 안정적이던 어플 없애고 이렇게 개악이 된 어플을 만든 이유를 정말 이해할 수 없네요 택시가 너무 잡히지 않아 취소하려고했는데 취소 버튼이 보이지 않아 한참 헤맸습니다 실시간으로 택시가 잡힐 수도 있는 상황에서 취소는 잘 드러나는 부분에 있어야하는 것이 맞지 않나요 바를 올려야지만 보이더군요 심미적인 요소 때문에 그렇게 설정한 것인지 대체 왜 그 부분을 숨겼는지 도무지 이해하기 어려웠습니다 택시 탔을 때 기사님이 도착하시는 장소를 모르시는 것은 또 무슨 이유 때문인가요 굳이 어플로 택시를 부른 메리트가 확 떨어지는 부분입니다 심지어 가는 길도 휴대폰 어플보다 돌아가는 길로 안내되어서 시간이 더 걸렸습니다 어플에 별 점 점 주고 이렇게 글 쓰는 것은 처음이네요 너무 안타까워서 남깁니다,7
2021-11-20,1,티맵부터 몇 년 간 사용했습니다 문제가 많은데 몇 개만 적을게요 첫째 전환된 이후로 택시가 안 잡힙니다 티맵 때는 바로 바로 잡혔는데 안 좋아졌네요 둘째가 불편합니다 콜 대기 시간에 자꾸 주변 택시 위치를 띄워 줘서 이게 잡힌 건지 아닌 건지 헷갈리게합니다 버튼 위치가 한눈에 안 보이는 건 적응 문제니 그렇다 칩니다 퍼 할인 받기 힘듭니다 참고 하세요 많은 수정 바랍니다,9
2023-08-31,2,지도 업데이트해야할 것 같고 현재 위치를 정확하게 못 잡는 거 같습니다 그 차이로 길 하나 건너야해서 불편하거나 기사님이 빙 돌아서 유턴해서 온 경우 있습니다 기본적으로 인터페이스 불편하고 경로 지정 조정도 불편하고 기사님들도 잘 못 다루시네요 기사님들 폰에도 경로가 빨리 안 떠서 바로 출발 못 하고 도착지에서는 지나쳐서 내렸습니다 위치 인식과 반영이 너무 느립니다 어플을 쓸 땐 출발지 도착지를 미리 지정하고 가면서 아무 신경도 안 쓰고 갈 수 있는 게 가장 큰 강점이라고 생각하는데 출발지에서 기사님이랑 서로 접선하는 것부터 도착지 내리는 것까지 다 신경 써야해서 피곤합니다 대상 차량도 타 어플에 비해 현저히 적고 잡히는 것도 느려서 급할 땐 안 쓰게 되네요 기사님들한테 좋은 어플이라 해서 쓰려고했는데 타 어플의 편리함만 깨닫는 것 같습니다 할인 쿠폰 넘쳐도 장거리 아니고서야 이용 안 할 것 같습니다 위치 인식 개선하면 정말 좋을 것 같습니다,7
2022-10-24,1,타사 어플에 비해 점유율이 낮아 택시가 잘 안 잡히는 건 둘째 치더라도 어플 오류가 너무 심해서 못 쓰겠습니다 택시가 너무 안 잡혀서 호출 취소를 했는데 어플이 멈춰서 취소가 안 되고 한참 뒤에 택시가 잡혀 버렸습니다 저는 이미 버스 타고 자리를 뜬 상황에서 기사님은 호출 장소로 오고 계셔서 기사님께 전화 드려서 상황 설명 드리고 취소해 달라고 부탁 드렸습니다 겨우겨우 취소를 했는데 어플은 여전히 오류인 상태로 또 다른 택시를 찾고 있는 겁니다 너무 당황스러워서 고객 센터에 전화해서 취소하려고하는데 고객 센터 전화번호는 아예 없더라구요 당장 처리해야 되는데 어플을 통해서만 불만 접수가 가능한 시스템이더라구요 시간이 지나 오류가 해결 되서 다행히 취소는 됐지만 이번 경험으로 인해 우티는 더 이상 쓰지 않으려고합니다 타사에 비해 기사님들과 상생하는 구조라고 해서 가능하면 우티를 쓰려고했는데 어플 시스템을 개선하지 않는 이상 사용자가 불편을 감수하면서까지 우티를 쓸 이유는 없을 것 같네요,9
2021-11-13,1,어플 자체도 굉장히 가 불편합니다 기존 가 굉장히 직관적이고 딱딱 필요한 메뉴만 노출되 빠르게 사용이 가능했다면 새로운 는 마치 외국 어플을 그대로 번역만 해 놓은 느낌이라 메뉴들도 눈에 잘 들어오지 않고 지도의 정확성도 떨어집니다 고객의 어플에서 출발지와 도착지를 제대로 설정했음에도 기사님 어플에서 이게 뒤바껴 아주 먼 도착지에서 콜을 받는 형태가 계속 일어나고 있다고 하셨습니다 그래서 콜을 받으면 고객의 전화로 일일이 연락을 해 정확한 위치를 파악하고 있고 그마저도 고객 연락을 위한 메뉴를 찾을 수가 없어 차를 정차하고 정보 확인 후 운행을 하는 등 너무 비효율적이라며 토로하셨습니다 그렇다고 기사님이나 고객이 이러한 상황을 전달할 수 있는 창구도 보이지 않아 여기에 글을 적습니다 덕분에 차에 타자마자 기사님의 하소연으로 운행을 시작해 기분이 좋지 않았습니다 기사님도 고객도 서로 마음이 상할 상황이 생길 것 같습니다 그리고 기사님 평가도 단순해졌네요,7
2023-12-12,1,타사 택시 어플 자주 사용하다가 기사님 추천으로 우티앱 너무 좋다고 택시도 잘 잡히고 기사도 고객도 좋다고 하셔서 화 정도 사용해 보았습니다 결론만 얘기하자면 주변에 차량이 널려 있어도 정말 기가 막히게 안 잡힙니다 하도 안 잡혀서 타사 어플이랑 같이 배차 돌려 봤는데 우티앱 분 타 사 분 걸렸습니다 아무리 할인 프로모션이 많다 해도 고객의 입장에서는 우티를 선택할 이유는 없을 것 같습니다,7
2021-11-26,2,신규 어플 나오면서 사람들의 불만이 많아지는데 경영진은 심각하게 고려해 보시기 바랍니다  택시 앱인데 택시가 안 잡힌다  카카오 구 티맵 택시 다 이용해 봤습니다 이 어플의 기본은 택시가 잡혀야하는 겁니다 저 역시 업데이트 하고 분 기본으로 기다립니다 출퇴근에 자주 사용하는데 뭐랄까 정말 사용하기 싫습니다 평점 제일 깍아 먹는 이유 중 최고 입니다  지도 반영 및 기사님들의 앱 사용 불편  원래 티맵은 딱 타고 기사님이 승객 승차 버튼 누르고 안내 누르면 바로 안내하더군요 이건 정말 복잡해서 기사님이 저에게 해 달란 경우도 있었습니다 저도 복잡하던데 고령 기사님들은 못 쓰실 거 같아요 업데이트는 기본 및 중심 기능을 지키며 불필요한 절차를 간소화 시키는 겁니다 반대가 되어 버렸네요 경영진은 이러다 익숙해서 쓰겠지 이런 생각 버려 주세요 모든 시스템 처음부터 써 봤지만 이 건 정말 아닙니다 별점 점의 이유가 그 전 티맵에 대한 부분 점수입니다,7
2024-03-02,1,할인이 아니었다면 이용하지 않았을 것 여러모로 타사 어플에 비해 많이 부족합니다 많은 분들이 리뷰에 작성한 것처럼 가장 문제점은 배 차가 잘 안 된다는 점 그리고 모든 예정 시간 분 후 픽업 분 후 도착 등이 바뀝니다 교통 상황에 따라 변하는 건 맞다고 생각하지만 콜 전에는 주변에 차량이 많은 것처럼 띄웠다가 실제로 콜을 부르면 너무 멀리서 잡히기도하고 추천 경로 옵션도 좋지 못하네요,7
2021-11-21,1,앱 평점 엄청 오랫만에 남겨 보는 데 별 한 개도 아까운 수준임  한번 호출 시도해 보고 바로 삭제함  엉망진창임 호출하려면 카드부터 다짜고짜 등록해야하고 실제로 배차 되지도 않았는데 결제부터 해야함 안 잡힌 건지도 한참 뒤에 알았음 쓸데없이 잡히지도 않은 택시의 이동은 당최 왜 보여 주는 건지 모르겠음 엉망임 한 년 전 수준의 지도 화질 아이콘들 카드 정보 도용하는 게 아닐까를 걱정해야할 정도로 조잡함,9
2021-11-10,1,업데이트 하래서 업데이트 후 사용할랬 더니 뭐 이런 게 다 있나 싶습니다 배차도 안 되었는데 예상 최대 금액으로 결제되는 건 뭔지 차도 안 탔는데 왜 결제되는 거죠 안 그래도 배차되는 차 최소 분 거리의 차 배차되고 보통 분 거리에 있는 택시 잡히고 그 시간에 대중 교통 이용 하지 누가 택시를 타겠어요 업데이트 후 사용법 완전 어렵고 이해도 안 되는 앱이 되 버림 그냥 타사 앱 이용하는 게 낫겠네요 빨리 수정하지 않음 기존 고객 다 떨어져 나가겠어요,9
2021-11-11,3,일단 지역과 시간대 차이 때문인지 콜은 금방 잡히긴했어요 평소랑 비슷했던 듯 탑승 전 결제 후 재입금 체크카드 기준이 느려요 기존 우티는 바로 결제 후 재입금이었는데 이건 목적지 도착 후 계산 되고도 몇 분이 지나서 재입금 되더라구요 메일로 영수증이 오는 건 좋은 것 같아요 어플이 기존 우티보다 불편해요 디자인이 심플하고 단순한 건 좋은데 너무 불친절해요 기사님께 직접 결제 추가해 주셨음 좋겠어요 자동 결제가 아니고선 진행이 안 되더라구요 주로 지역 화폐로 결제할 때가 많아서 아무래도 기존우 티 앱과 비교되다 보니 좀 신경 쓰셔야할 듯 해요,9
2021-12-11,1,어플 개선 필요해요 원 승인은 왜 하는 건지 취소가 되긴하지만 기본 위치는 현 위치 인식을 해 줘야하는데 집으로 기본 셋팅이 되어 있어서 현 위치 바꿔 주는 것도 일이고 기사님 위치가 분 이상 거리인데 그걸 기다려야하는 건지 취소 버튼도 바로 안 보이고 어플이 한눈에 들어와서 취소 선택 버튼이 있어야하는 데 불편하기만하네요,9
2023-08-16,1,오랜만에 썼더니 더 불편해졌어요 택시 안 잡혀서 취소하려는데 어디에서 취소해야하는지 한눈에 안 들어오고 잡혔던 택시도 일방적으로 취소되네요 그리고 마케팅 알람이 계속 오는데 어플을 아무리 뒤져도 알림을 끄는 기능이 안 보여요 계속 울리는 알림 지겨워서 앱 삭제했습니다 이건 제 문제일 수도 있지만 자체가 편한 편은 아닌 것 같아요,9
2021-11-26,1,예전 티맵 택시 때부터 쓰던 사람인데 점점 앱 편의성이 줄어드네요 기사 분들도 헤매고 어플에 자질구레한 게 너무 많아서 정작 중요한 택시 잡기 경로 보기가 어려워요 개선이 많이 필요할 것 같습니다 우버랑 통합한 건 알겠는데 기존 한국 택시 대상으로 하는 거면 나 어플 결제 같은 건 많이 불편해요,7
2022-11-04,1,오늘 처음 이용해 봤습니다 그런데 앱이 정상적으로 작동하지 않아서 기사님과 저 모두 진땀을 뺐습니다 일단 탑승 직후 미터기 측정이 시작됐는데 기사님용 우티 애비 네비게이션 동작을 하지 않았습니다 그래서 기사님께서 이상하다 하시면서 별도의 네비게이션을 이용하셨습니다 그러고 목적지에 도착했을 때 결제가 되지 않았습니다 기사님 앱에서는 요금 입력 화면으로 가지지도 않았습니다 알고 보니 처음부터 제가 아직 탑승을 안 한 걸로 되어 있었구요 기사님도 이런 경우는 처음이신 것 같았어요 여차저차해서 요금 등록 및 완료 단계까지 갔는데 이동 거리가 얼마 안 된다며 결제가 안 됐습니다  몇 번 더 시도하다가 결국 자동 결제 포기하고 카드 결제하기로 했습니다 고객 센터에 항의하려고 미터기 기사님 앱 증거 사진 찍은 뒤 마지막으로 한 번만 더 해 봤는데 드디어 결제가 됐습니다 출발로 인식한 뒤 시간이 좀 흘러서 됐나 봐요 기사님이랑 저랑 우티 앱으로 씨름을 했어요 고객 센터로 항의할 경로도 없네여,9
2022-06-16,1,앱 쓰면서 너무 불편해서 태어나서 처음으로 앱 평점 남겨 봅니다 좋은 앱 개발하시느라 고생 많으시겠지만 불편한 점이 너무 많습니다로 잡아서 택시 타면 기사님들의 정도는 아 손님 탔다고 해야하는 데 이 앱은 어떻게 쓰는 거야 등의 짜증 섞인 불만을 표하시고 그걸 탑승할 때마다 듣습니다 기사님들이 손님이 탔다는 거 바로 클릭할 수 있도록 개발해 주십시오 다른 경쟁사들이 살펴보시고 비슷하게라도 구현하셔야합니다  위의 이유로 기사님들이로 택시 잡으면 잘 안 오는 듯합니다 동일한 장소와 시간에 타사 앱 과를 동시에 켜면 타사 앱 이 배 정도는 더 빨리 잡히는 듯 합니다 번에 언급된 문제가 해결이 안 되면 기사님과 탑승객 모두가 불편해서 이용자가 줄어들 수밖에 없습니다  최초 택시 잡을 때 출발 위치를 설정하도록해 주세요 지금 자동으로 출발지 잡는데 택시는 잘 잡히는 위치가 따로 있습니다 제가 있는 현 위치가 아니라요,7
2021-12-01,1,리뷰 지웠네요 고객들이 불만 사항 리뷰 남길 땐 지우는 것보다 개선하겠다 리플을 달아 줘야하는 거 아닌가요 떠날려면 떠나라는 거 같네요 택시보다 티맵이 더 좋아서 티맵 시절부터 써 왔던 어플인데 이건 뭐 편리하자고 만든 건지 고객 속 터지라고 만든 건지 참 문제점 나열하자면 출근 시간 앱으로 택시 잡기가 하늘에 별 따기고 기본 분 이상은 기다려야 잡히는데 것도 가까운 거리에 택시가 있음에도 분이나 걸리는 거리에 있는 먼 택시가 잡힌다는 것 택시 아이콘 사라졌다 나타났다 반복하여 콜이 잡힌 건지 아닌지도해 깔림 깔끔하라고 만든 것 같은 지만 사용 불편함 티맵 시절이 더 깔끔하고 편했음  호출 취소 버튼은 어디 있는지도 모르겠고 그리고 지역 택시 선택 기능 사라짐 등등 문제점 너무 많습니다 이런 문제들 개선 안 되면 전 티맵으로 다시 안 돌아옵니다 별 한 개도 아깝네요,9
2021-11-20,1,배차 잘 안 잡힙니다 신 출시 프로모션 나와서 사용하려했더니 적용도 안 되네요 기사님이 가는 길도 돌아가서 빡 치는데 요금 할인도 안 되서 더 빡 치네요 이럴 거면 기존 어플이 훨씬 나은데 왜 새로 출시한 건지 이해가 안 갑니다도 직관성이 떨어져서 이용하기 많이 불편해요 카카오택시가 훨씬 편리합니다,9
2021-12-17,2,택시 잘 잡히는 편이에요 택시를 부르는 입장인 저는 지금의 에 익숙해져서 문제 없이 사용하고 있지만 콜을 잡는 기사 입장에서는 굉장히 불편하다고 하십니다 이용 방법이 기사에게 제대로 안내되어 있지 않고 여정 종료 및 결제 금액 입력할 수 있는 버튼도 찾기 어렵대요 실제로 오늘 도착지에서 결제 요청 보내는 법을 모르셔서 기사님이 힘들어하셨어요 편하고 빠르게 이동하기 위해 택시를 이용하는 건 맞지만 그러려면 단순히 택시만 잘 잡으면 되는 게 아니라 승객과 기사 모두에게 사용하기 쉬운 여야하거나 제대로 된 가이드가 전달되어야한다고 생각합니다 저는 택시를 자주 타고 기사님들 이야기를 많이 듣는 편인데 개선되어서 다른 이야기가 들렸으면 좋겠어요,7
2021-11-17,2,차량 배정부터 이동 중 도착 시까지 택시 모양의 위치 반영이 느려 실 주행 위치와 달라지게 되는데 화면은 자꾸 택시 모양으로 돌아감  서울인데 직접 결제가 안 되는 지역이라 기해서 급한데 도로에서 카드 등록하고 있었음  할인은 좋지만 이전 앱에 비해 불편한 점이 많아 개선해야할 점이 많다 생각함 개선안할 것 같은 느낌도 들지만,7
2022-12-09,1,전화 인증해야 택시 부를 수 있대서 인증하려나의  메시지를 수신 거부했다 어쩌구가 뜨면서 어떤 번호로를 보내면 된다길래 보냈는데 결국엔 안 되네요 몇십 통을 보내고 기다리래서 몇 십 분을 기다려도 안 됩니다 며칠 지나 혹시나 되나 해도 안 되고 스팸으로 넘어갔나 보고 차단 조건이 문제가 되나 삭제도 해 보고했는데 그래도 안 되네요 달 가까이 지나서 시도해도 안 되네요,9
2021-11-20,1,기사님 분들 연령을 생각했을 때 적으로 굉장히 점인 거 같습니다 기사님들이 사옹하기 어려워하셔서 늦게 도착해 버렸네요 택시 앱은 기사님들은 운전하시면서 확인하시는데 네 비애서 우티 클릭했을 때 동그라미도 작아 클릭하기 힘들어 보이셨고 애초에 택시 연합 같은 곳 중심으로 기사님들께 교육을 해 드려야하는 게 아닌가요 승객이 사용법을 알려 드리도 있네요 이렇게 기사님들이 사용하기 힘들어서 될까요 최근에 버전 업된 걸로 알고 있는데 택시 앱이 전혀 택시 기사님들을 전혀 고려하지 않고 기획되어졌다고 생각이 드네요 그리고 옆으로 미는 기능은 클릭으로 바뀌었으면 좋겠다는 생각이 들어요 버튼이 옆으로 미는 기능인지 아무도 모르시네요 버튼 기능으로는 새로운 기능보단 사용자들 중심적으로 바꾸는 게 나을 꺼 같네요,7
2024-09-04,1,분명히 기사 연결이 되어 차량 번호도 떠서 기다리도 있었음에도 갑자기 다시 기사를 찾기 시작함 기사의 일방적 취소라면 패널티가 필요할 것 같고 어플의 문제라면 당장 개선해야할 것 같음 이런 식으로 잡혔는데도 일언반구 없이 취소되면 택시 어플 이용이 불가능함 개선되었다는 안내가 없을 경우 이용하지 않을 예정,9
2021-10-12,2,택시 기사님들은 대부분 대인데 너무 우버 유럽 가 그대로 반영된 것 같아 많이 헤매셔서 탑승 내내 도와드렸어요 또 탑승 손님 배정에서 자동 배정 받았다고 승객한테 하소연하는 것도 별로 좋지 않은 시스템인 것 같아요 개선이 시급하고 자동 배차 시스템 개선이 필요할 것 같습니다,7
2022-02-12,1,기사님도 어플리케이션이 바뀐 뒤로 조작을 어려워하시고 저도 택시 여러 앱 많이 이용해 봤지만 구보다 몇 배로 조작이 어려워졌어요 한창 개발 지역에 살아서 지도에도 위치가 제대로 안 뜨고 애초에 지도는 구글 맵이더군요 국내 지도 지원도 잘 안되는 구가 다들 편했다고 하는데 이렇게 불편한 점이 가득한 신를 만드신 이유를 잘 모르겠어요 개편이 전체적으로 필요하다고 생각해요,7
2022-05-01,1,새 버전에서 외국 출 도착지를 입력할 방법이 없어요 출발지 입력 후 도착지를 입력하려고하면 모든 게 국내로 바뀌면서 입력이 볼 가능해집니다 지도를 옴 직여서 입력하려고하면 겨우 주변국까지도 지도를 스크롤하는 데 한참 걸리고 지도를 축소해서 스크롤하면 해당 국가 부근에서 지도 확장이 안 되어서 실제로는 입력이 볼 가능해요 정말 쓰레기 같은 버전을 출시하셨습니다 이게 안 되니까 비용을 미리 확인할 방법이 없겠죠 웹 창으로 해 보려고하니까 이번에는 로그인하는 곳이 없고 신규 가입만 가능하네요 외국에 직접 나가기 전에는 현지에서 사용이 가능할지도 모르겠어요 작동할지 안 할지도 모를 앱 깔고 거기에 의지해서 해외 여행을 계획할 수 있을까요 한번 입력한 지역을 벗어날 수 없다면 우버가 과연 세계적으로 사용 가능할까요 새 버전 앱을 만들었으면 책상머리가 아닌 현장에서 확인을 해 봐야하는 거 아닌가요 또 노력 최선 이런 말 나열하면서 회피하실 거 없어요 어차피 이제 안 쓸 거니까 이렇게 허 접한 회,9
2022-09-19,4,서비스는 편리하게 잘 이용했습니다 그런데 요금이 실제 요금과 다르게 청구됐습니다 호텔에서 취리히 공항을 가는 경로로 설정을 해서 터미널을 설정하는 방법을 몰라서 프랑 정도가 나왔는데 실제로는 터미널로 와서 미터기에는 프랑 정도 나왔습니다 저는 요금이 바뀌었나 보니 처음 그대로 프랑이 청구됐네요 프랑 정도 더 낸 것도 아깝기도하지만 이미 출발한 이후에는 경로나 지불 방법 등의 수정이 안 되니 불편하네요 현금으로 지불을 원했지만 기본으로 지정된 카드 지불을 바꾸지 않으면 택시가 온 뒤에는 바꿀 방법이 없네요 최종 금액을 지불하기 전에는 지불 방법과 구체적인 목적지를 바꿀 수 있는 방법과 제대로 왔음에도 도착 지점에서 금액이 차이 날 경우 수정할 수 있는 방법이 있으면 좋겠습니다,9
2022-01-30,1,너무 엉망이고 사용자 편의성 결여 되어 있음 택시 기사 분과 통화 기능  정말 안 습이고 국제 번호로 통화 되는 스팸으로 오해되어 거절 될 수 이어서  문제점이 한 두 가지가 아니네요 차리리 이전 버전으로 돌렸으면 싶을 정도 이런 상황으로 유지 시 경쟁사 앱을 써야할 것 같네요,7
2022-07-17,3,프로모션 많고 경유지 설정이나 지갑 기능 등의 장점이 좋아요 맵 기반의 경로도 신뢰가 갑니다 단점 개선이 필요한 점으로는 이전 검색 기록 경로를 지울 수가 없네요 한참 전에 잠깐 갔던 장소도 계속 남아 있어서 불편해요 가 좀 세련되지 못한 느낌이고 자잘한 단계가 많은 거 같아요 택시 기사님도 몇 번 걸쳐서 조작하시고 탑승자도 불편하네요 예를 들어 경유지를 추가하고 최종 목적지를 추가하려면 장소 검색에서 바로 안 되고 메뉴 버튼 눌러야합니다 그리고 경유를 하나만 하고 싶은데 하나 추가하면 다음도 경유지로 떠요 택시 기사 입장에서는에서  경유한 뒤로 가면 일단 경로만 지도에 나옵니다 그리고  도착해서 완료 누르면 그제서야 경로가 나오고 안내 버튼 누를 수 있어요 너무 단계가 애매 하기 많은 거 같아요,9
